HomePlanet,CryoSleep,Destination,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Side,Cabin_region1,Cabin_region2,Cabin_region3,Cabin_region4,Cabin_region5,Cabin_region6,Cabin_region7,Expenditure,No_spending,Solo,UnderAge
1,True,2,21.0,0.0,0.0,0.0,0.0,0.0,True,6,1,True,False,False,False,False,False,False,0.0,1,0,False
2,False,0,21.0,2.0641155041941834,0.0,1.8243068483519838,0.0,1.6437209301888343,False,5,1,True,False,False,False,False,False,False,2.092172576524108,0,0,False
2,True,0,19.0,0.0,0.0,0.0,0.0,0.0,True,5,1,True,False,False,False,False,False,False,0.0,1,0,False
1,False,1,35.0,2.037746505722867,0.0,0.0,0.0,0.0,False,4,0,True,False,False,False,False,False,False,2.037746505722867,0,1,False
1,False,0,56.0,0.0,1.74525954872198,0.0,2.1077664249650536,1.7667886546960463,False,4,0,True,False,False,False,False,False,False,2.126988546980439,0,1,False
1,False,0,27.0,0.959134838920824,0.0,0.7412763113750154,2.246216596763001,0.0,False,6,0,True,False,False,False,False,False,False,2.246352024454317,0,1,False
1,False,0,25.0,0.0,0.0,2.148259290945429,0.0,0.5265890341390446,True,5,0,True,False,False,False,False,False,False,2.1483194526324385,0,1,False
3,False,0,2.0,0.0,0.0,0.0,0.0,0.0,True,0,0,True,False,False,False,False,False,False,0.0,1,0,True
3,True,0,38.0,0.0,0.0,0.0,0.0,0.0,True,0,0,True,False,False,False,False,False,False,0.0,1,0,False
3,False,0,27.0,1.8923269571335788,2.0024092961280906,2.210924810566781,1.8960417361485307,0.8697416861919439,True,0,0,True,False,False,False,False,False,False,2.243094381388354,0,0,False
1,True,2,36.0,0.0,0.0,0.0,0.0,0.0,False,6,0,True,False,False,False,False,False,False,0.0,1,1,False
1,False,0,22.0,1.5745651437258248,2.079483348340329,1.7924169706841675,2.107590181611361,0.5265890341390446,False,5,0,True,False,False,False,False,False,False,2.184824052887254,0,1,False
1,False,0,62.0,0.0,1.999477239130146,0.0,1.358504720646626,1.448822238365871,False,5,0,True,False,False,False,False,False,False,2.008700491083826,0,1,False
2,True,0,15.0,0.0,0.0,0.0,0.0,0.0,True,5,0,True,False,False,False,False,False,False,0.0,1,0,True
1,True,0,33.0,0.0,0.0,0.0,0.0,0.0,True,4,0,True,False,False,False,False,False,False,0.0,1,0,False
1,False,0,62.0,0.5265890341390446,1.797899348601363,1.8386855209387276,0.0,1.964787704766679,False,6,1,True,False,False,False,False,False,False,2.0411554358660395,0,1,False
1,True,2,0.0,0.0,0.0,0.0,0.0,0.0,True,6,0,True,False,False,False,False,False,False,0.0,1,0,True
1,False,0,18.0,0.5265890341390446,1.880506958839086,1.9604550845697712,0.0,0.0,True,6,0,True,False,False,False,False,False,False,2.022820294384796,0,0,True
1,False,1,21.0,2.14873961721405,1.5341940066777084,0.0,0.0,1.4395687003478859,False,5,0,True,False,False,False,False,False,False,2.1523311670446357,0,0,False
2,False,0,27.0,2.038239717383271,0.0,0.7412763113750154,1.8775294779444245,0.0,False,4,0,True,False,False,False,False,False,False,2.073875154099516,0,1,False
1,False,0,42.0,2.0527088541217777,0.0,1.1947055233182955,1.0804178182729878,0.0,True,5,0,True,False,False,False,False,False,False,2.0548571253925845,0,1,False
1,False,0,19.0,1.8329451460953283,0.0,1.026672031199051,0.5265890341390446,2.026690142343949,False,5,1,True,False,False,False,False,False,False,2.057659684398687,0,1,False
1,False,0,17.0,1.3437034446606386,2.161094962330888,0.0,0.0,1.6034785735048491,False,5,1,True,False,False,False,False,False,False,2.164649614275526,0,1,True
1,False,0,14.0,0.0,0.5265890341390446,0.0,0.0,2.075658227702066,False,5,0,True,False,False,False,False,False,False,2.075776091887041,0,1,True
2,False,2,37.0,1.579009137828587,1.6920895459931111,2.0288450992961247,0.0,1.2711498482847257,False,3,1,True,False,False,False,False,False,False,2.0515463005399557,0,1,False
3,False,0,42.0,0.5265890341390446,2.3061536044011333,0.0,0.0,1.978033068016178,True,2,0,True,False,False,False,False,False,False,2.3119776639442886,0,1,False
2,False,0,27.0,1.791294740218941,0.0,2.070221294694939,0.0,0.0,True,5,0,True,False,False,False,False,False,False,2.0870790970232016,0,1,False
2,False,0,28.0,1.3105061862047918,0.0,2.1001062821653376,0.0,0.0,True,5,1,True,False,False,False,False,False,False,2.1014210155962325,0,1,False
3,False,0,38.0,0.0,2.2693030694443137,0.0,1.913173172035371,2.319956452924341,False,2,0,True,False,False,False,False,False,False,2.3673214725110867,0,1,False
1,True,0,13.0,0.0,0.0,0.0,0.0,0.0,False,6,0,True,False,False,False,False,False,False,0.0,1,1,True
2,False,0,42.0,2.293562590154655,0.0,0.0,0.0,0.0,False,5,1,True,False,False,False,False,False,False,2.293562590154655,0,0,False
2,True,0,2.0,0.0,0.0,0.0,0.0,0.0,True,5,1,True,False,False,False,False,False,False,0.0,1,0,True
2,False,0,8.0,0.0,0.0,0.0,0.0,0.0,True,5,1,True,False,False,False,False,False,False,0.0,1,0,True
1,False,0,24.0,2.019590851607455,0.0,0.0,0.0,1.358504720646626,True,6,0,True,False,False,False,False,False,False,2.022820294384796,0,1,False
3,True,0,40.0,0.0,0.0,0.0,0.0,0.0,True,2,0,True,False,False,False,False,False,False,0.0,1,1,False
1,False,0,43.0,1.8494914839851704,0.0,0.0,2.009542606409459,1.9799282401219198,False,5,1,True,False,False,False,False,False,False,2.1062591426501625,0,1,False
2,True,2,45.0,0.0,0.0,0.0,0.0,0.0,True,4,0,True,False,False,False,False,False,False,0.0,1,1,False
1,True,0,35.0,0.0,0.0,0.0,0.0,0.0,True,6,0,True,False,False,False,False,False,False,0.0,1,1,False
1,True,0,26.0,0.0,0.0,0.0,0.0,0.0,True,6,0,True,False,False,False,False,False,False,0.0,1,0,False
1,False,0,27.0,0.5265890341390446,2.0213116550079446,1.496434016604423,1.83126011355907,0.0,False,5,0,True,False,False,False,False,False,False,2.0569655113281993,0,0,False
1,False,0,19.0,0.0,0.0,2.016071555801817,0.5265890341390446,1.5163019408528369,False,6,1,True,False,False,False,False,False,False,2.022820294384796,0,0,False
1,True,0,0.0,0.0,0.0,0.0,0.0,0.0,True,6,1,True,False,False,False,False,False,False,0.0,1,0,True
1,True,0,3.0,0.0,0.0,0.0,0.0,0.0,True,6,1,True,False,False,False,False,False,False,0.0,1,0,True
3,False,0,54.0,0.0,2.0915614048472237,0.0,0.8697416861919439,2.009332639181276,False,0,0,True,False,False,False,False,False,False,2.1426980184653157,0,1,False
1,False,0,26.0,0.0,2.048136347402513,1.026672031199051,1.503300998004841,0.0,False,6,1,True,False,False,False,False,False,False,2.053573040447428,0,0,False
1,False,0,26.0,0.0,2.190720276036977,2.062403181964502,0.0,1.700619000072578,True,6,1,True,False,False,False,False,False,False,2.2254216822014468,0,0,False
1,False,2,23.0,1.9085054025106725,1.9543208505321603,1.983371148410903,1.5341940066777084,0.0,False,5,1,True,False,False,False,False,False,False,2.100671681796611,0,0,False
1,False,0,2.0,0.0,0.0,0.0,0.0,0.0,True,6,1,True,False,False,False,False,False,False,0.0,1,0,True
2,True,0,31.0,0.0,0.0,0.0,0.0,0.0,True,5,1,True,False,False,False,False,False,False,0.0,1,1,False
1,False,0,18.0,0.0,0.0,0.0,2.044154953031669,1.7087018253879918,False,5,0,True,False,False,False,False,False,False,2.0575211895900476,0,1,True
1,False,0,24.0,0.0,0.0,0.0,0.0,1.358504720646626,True,5,0,True,False,False,False,False,False,False,1.358504720646626,0,0,False
1,True,1,9.0,0.0,0.0,0.0,0.0,0.0,True,6,0,True,False,False,False,False,False,False,0.0,1,0,True
1,True,0,6.0,0.0,0.0,0.0,0.0,0.0,False,6,0,True,False,False,False,False,False,False,0.0,1,0,True
1,False,0,27.0,0.0,0.0,1.9943450405522716,0.7412763113750154,1.7720331658588133,False,5,1,True,False,False,False,False,False,False,2.0224449560012157,0,1,False
2,False,0,21.0,2.135814385067681,1.026672031199051,1.358504720646626,0.0,0.0,False,3,0,True,False,False,False,False,False,False,2.1372943704675333,0,1,False
1,True,0,23.0,0.0,0.0,0.0,0.0,0.0,False,6,0,True,False,False,False,False,False,False,0.0,1,0,False
1,False,0,31.0,1.992422841227893,0.0,1.9154450757061625,0.0,0.0,False,6,0,True,False,False,False,False,False,False,2.052853341898967,0,0,False
1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,True,6,0,True,False,False,False,False,False,False,0.0,1,0,True
3,False,0,32.0,0.0,1.9485628011601908,1.0804178182729878,2.2274729696806896,2.0333813509294165,False,1,0,True,False,False,False,False,False,False,2.255383907464896,0,0,False
3,False,0,40.0,0.0,1.9176774696931478,0.0,0.0,2.1319509327467463,False,1,1,True,False,False,False,False,False,False,2.1529658528050475,0,0,False
3,False,0,42.0,2.1634089753589176,2.336313241294057,0.0,2.143959610356956,1.9601397058579975,True,1,1,True,False,False,False,False,False,False,2.3680590844709224,0,0,False
3,True,0,28.0,0.0,0.0,0.0,0.0,0.0,True,1,1,True,False,False,False,False,False,False,0.0,1,0,False
3,True,0,29.0,0.0,0.0,0.0,0.0,0.0,True,4,0,True,False,False,False,False,False,False,0.0,1,1,False
3,False,1,48.0,0.0,2.1791886419914657,1.700619000072578,1.358504720646626,1.2917246727283112,True,1,0,True,False,False,False,False,False,False,2.1842744106952074,0,1,False
1,False,0,64.0,0.0,0.0,2.0400303064427883,0.0,0.0,True,5,1,True,False,False,False,False,False,False,2.0400303064427883,0,1,False
1,False,0,27.0,1.68988188256892,1.8021379316915813,1.9549810563681962,1.8681746132307353,0.5265890341390446,False,6,0,True,False,False,False,False,False,False,2.055564282606716,0,1,False
2,False,0,26.0,0.0,0.0,0.0,0.0,0.0,True,5,1,True,False,False,False,False,False,False,0.0,1,1,False
3,False,0,33.0,0.5265890341390446,2.1641344957974424,0.0,1.2711498482847257,1.9464652902368638,True,3,1,True,False,False,False,False,False,False,2.183679129723806,0,1,False
3,False,0,39.0,0.0,2.1702005488736336,0.0,1.6466671712706678,2.2863674706412236,False,0,1,True,False,False,False,False,False,False,2.3163528336462975,0,0,False
3,True,0,13.0,0.0,0.0,0.0,0.0,0.0,True,0,1,True,False,False,False,False,False,False,0.0,1,0,True
2,True,0,24.0,0.0,0.0,0.0,0.0,0.0,True,5,1,True,False,False,False,False,False,False,0.0,1,1,False
1,False,0,29.0,0.0,0.0,0.0,2.0216906437586566,1.6710010327416251,False,6,0,True,False,False,False,False,False,False,2.0349111004034803,0,1,False
1,False,0,18.0,1.6144954397020792,2.0006135105853975,1.5916858743493758,0.0,0.5265890341390446,False,5,1,True,False,False,False,False,False,False,2.02225683376326,0,1,True
2,True,0,67.0,0.0,0.0,0.0,0.0,0.0,True,5,0,True,False,False,False,False,False,False,0.0,1,1,False
2,False,0,35.0,2.0220684082632934,0.0,1.9011715868708958,0.0,1.448822238365871,False,4,0,True,False,False,False,False,False,False,2.0707154253715525,0,1,False
2,False,0,61.0,2.1706377351603137,1.9189984754722385,1.1947055233182955,1.9108604173712915,0.7412763113750154,False,3,0,True,False,False,False,False,False,False,2.1984854608840543,0,0,False
2,False,0,45.0,2.157743763338747,1.0804178182729878,0.0,0.0,0.0,False,4,0,True,False,False,False,False,False,False,2.158072856861657,0,0,False
1,True,2,22.0,0.0,0.0,0.0,0.0,0.0,True,6,0,True,False,False,False,False,False,False,0.0,1,1,False
2,True,0,19.0,0.0,0.0,0.0,0.0,0.0,True,5,0,True,False,False,False,False,False,False,0.0,1,0,False
2,False,0,36.0,2.187774304872535,0.0,0.0,0.0,0.0,False,3,0,True,False,False,False,False,False,False,2.187774304872535,0,0,False
1,False,0,19.0,0.0,1.3105061862047918,2.0274129059095127,0.0,0.0,True,6,1,True,False,False,False,False,False,False,2.0299077797724374,0,1,False
1,False,2,47.0,1.7200786095266942,1.9513056982825179,1.765447506801529,1.448822238365871,1.6144954397020792,False,6,0,True,False,False,False,False,False,False,2.0257803326904438,0,1,False
1,True,0,13.0,0.0,0.0,0.0,0.0,0.0,True,6,1,True,False,False,False,False,False,False,0.0,1,0,True
1,False,0,34.0,0.0,1.4196068415100236,0.0,1.9929062873912258,1.8464903775306214,False,4,1,True,False,False,False,False,False,False,2.038239717383271,0,0,False
3,True,1,35.0,0.0,0.0,0.0,0.0,0.0,True,2,0,True,False,False,False,False,False,False,0.0,1,1,False
1,True,0,24.0,0.0,0.0,0.0,0.0,0.0,True,6,1,True,False,False,False,False,False,False,0.0,1,0,False
1,False,0,26.0,1.9585506171458116,0.0,0.0,0.0,1.9653943859068015,False,5,1,True,False,False,False,False,False,False,2.0548571253925845,0,0,False
2,False,0,31.0,0.0,0.0,1.7200786095266942,0.0,0.0,False,5,1,True,False,False,False,False,False,False,1.7200786095266942,0,1,False
1,False,0,20.0,0.0,1.9519820823132483,1.8487473895449305,0.0,0.0,True,5,0,True,False,False,False,False,False,False,2.0078523377987656,0,1,False
1,False,0,56.0,0.0,0.0,0.0,0.0,0.0,False,6,0,True,False,False,False,False,False,False,0.0,1,1,False
1,True,0,50.0,0.0,0.0,0.0,0.0,0.0,True,6,0,True,False,False,False,False,False,False,0.0,1,1,False
2,False,0,42.0,2.076714544629806,0.0,1.223156202527103,0.0,1.6759380249901916,False,5,1,True,False,False,False,False,False,False,2.0863318542781917,0,1,False
1,True,1,27.0,0.0,0.0,0.0,0.0,0.0,True,6,0,True,False,False,False,False,False,False,0.0,1,1,False
1,True,1,38.0,0.0,0.0,0.0,0.0,0.0,False,6,1,True,False,False,False,False,False,False,0.0,1,1,False
1,False,0,41.0,0.0,0.0,0.0,0.0,2.0028540398346517,False,5,1,True,False,False,False,False,False,False,2.0028540398346517,0,1,False
1,False,0,22.0,2.232549725691066,0.0,0.0,0.0,1.63454690370149,False,6,1,True,False,False,False,False,False,False,2.234124836573565,0,1,False
3,True,0,26.0,0.0,0.0,0.0,0.0,0.0,True,1,1,True,False,False,False,False,False,False,0.0,1,0,False
3,True,0,17.0,0.0,0.0,0.0,0.0,0.0,True,1,1,True,False,False,False,False,False,False,0.0,1,0,True
1,False,0,57.0,1.5957092304038698,2.132021173501459,0.0,0.0,1.777094949793928,True,6,0,True,False,False,False,False,False,False,2.1442726523680933,0,0,False
1,True,2,17.0,0.0,0.0,0.0,0.0,0.0,False,6,0,True,False,False,False,False,False,False,0.0,1,0,True
2,True,0,35.0,0.0,0.0,0.0,0.0,0.0,True,5,1,True,False,False,False,False,False,False,0.0,1,1,False
2,True,0,13.0,0.0,0.0,0.0,0.0,0.0,True,5,0,True,False,False,False,False,False,False,0.0,1,0,True
2,False,0,27.0,2.106526660690521,0.0,1.5875644833216505,1.4196068415100236,1.7795609835022244,False,5,0,True,False,False,False,False,False,False,2.123546928330772,0,0,False
1,True,0,31.0,0.0,0.0,0.0,0.0,0.0,False,6,1,True,False,False,False,False,False,False,0.0,1,1,False
1,False,0,24.0,0.0,0.0,0.0,1.856716243803005,1.9936278224918556,False,4,0,True,False,False,False,False,False,False,2.037416521841526,0,1,False
1,True,2,19.0,0.0,0.0,0.0,0.0,0.0,True,6,0,True,False,False,False,False,False,False,0.0,1,1,False
1,True,0,32.0,0.0,0.0,0.0,0.0,0.0,True,6,1,True,False,False,False,False,False,False,0.0,1,1,False
1,False,0,58.0,0.0,2.0660594438130584,0.0,1.026672031199051,0.0,True,4,0,True,False,False,False,False,False,False,2.066700029059681,0,1,False
1,False,1,21.0,1.8965639023210192,0.0,1.3437034446606386,1.749824041026481,1.8197772781208725,False,5,1,True,False,False,False,False,False,False,1.9997053615189657,0,1,False
3,False,0,38.0,0.0,2.326736281148456,0.5265890341390446,2.362161662308198,2.158182322771501,False,1,0,True,False,False,False,False,False,False,2.4176405122475906,0,1,False
2,False,0,38.0,2.212215294305679,0.0,1.8062533133730014,1.4741440143630178,1.755698992678211,False,3,0,True,False,False,False,False,False,False,2.2216228456763654,0,1,False
1,False,0,19.0,0.5265890341390446,1.8553017984487439,2.0166654812837916,0.7412763113750154,1.2484412575662103,True,6,1,True,False,False,False,False,False,False,2.0554232031366197,0,0,False
1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,False,6,1,True,False,False,False,False,False,False,0.0,1,0,True
1,False,0,3.0,0.0,0.0,0.0,0.0,0.0,True,6,1,True,False,False,False,False,False,False,0.0,1,0,True
1,False,0,20.0,0.0,0.0,0.8697416861919439,1.9026719155555414,1.710657776180059,False,6,1,True,False,False,False,False,False,False,1.942889271495996,0,1,False
3,True,0,24.0,0.0,0.0,0.0,0.0,0.0,True,2,1,True,False,False,False,False,False,False,0.0,1,1,False
1,False,0,37.0,1.358504720646626,1.7901636276798083,1.9539894255178158,0.0,1.8642411184013048,True,5,0,True,False,False,False,False,False,False,2.0427438942748695,0,1,False
1,False,0,25.0,1.637662762520353,0.0,0.0,0.0,2.062270381445476,False,6,1,True,False,False,False,False,False,False,2.070221294694939,0,1,False
1,True,0,56.0,0.0,0.0,0.0,0.0,0.0,True,6,0,True,False,False,False,False,False,False,0.0,1,1,False
1,False,1,49.0,1.6942663054703442,0.8697416861919439,1.9454031760832335,1.8426436266120914,1.7218947624700471,False,4,1,True,False,False,False,False,False,False,2.037416521841526,0,1,False
1,True,1,11.0,0.0,0.0,0.0,0.0,0.0,False,6,0,True,False,False,False,False,False,False,0.0,1,1,True
1,True,0,1.0,0.0,0.0,0.0,0.0,0.0,True,6,1,True,False,False,False,False,False,False,0.0,1,0,True
1,False,0,8.0,0.0,0.0,0.0,0.0,0.0,False,6,1,True,False,False,False,False,False,False,0.0,1,0,True
1,False,0,39.0,0.0,0.0,1.223156202527103,2.054288211767212,0.0,False,6,1,True,False,False,False,False,False,False,2.055705186920661,0,0,False
2,True,0,2.0,0.0,0.0,0.0,0.0,0.0,True,5,1,True,False,False,False,False,False,False,0.0,1,0,True
2,False,0,23.0,0.0,0.0,1.1622831138840004,2.076714544629806,0.0,False,5,1,True,False,False,False,False,False,False,2.077645156350333,0,0,False
2,False,0,0.0,0.0,0.0,0.0,0.0,0.0,True,5,1,True,False,False,False,False,False,False,0.0,1,0,True
2,False,0,39.0,1.947168383637879,0.0,2.0497799174148086,0.0,0.0,True,5,1,True,False,False,False,False,False,False,2.0980077230451393,0,1,False
2,False,2,25.0,2.0743534331989393,0.0,2.0254144100795135,0.0,1.1247482629090362,False,3,1,True,False,False,False,False,False,False,2.1381592509249066,0,1,False
3,False,0,36.0,0.0,2.0643766440761278,0.0,2.0385673564544904,1.9955309424011354,False,2,1,True,False,False,False,False,False,False,2.170103142484785,0,1,False
1,False,2,52.0,0.0,0.0,0.0,0.0,0.0,True,6,1,True,False,False,False,False,False,False,0.0,1,1,False
1,True,0,18.0,0.0,0.0,0.0,0.0,0.0,False,6,0,True,False,False,False,False,False,False,0.0,1,1,True
1,True,0,15.0,0.0,0.0,0.0,0.0,0.0,True,6,1,True,False,False,False,False,False,False,0.0,1,1,True
3,True,0,35.0,0.0,0.0,0.0,0.0,0.0,True,1,0,True,False,False,False,False,False,False,0.0,1,0,False
3,True,0,47.0,0.0,0.0,0.0,0.0,0.0,True,1,0,True,False,False,False,False,False,False,0.0,1,0,False
3,True,1,45.0,0.0,0.0,0.0,0.0,0.0,True,1,1,True,False,False,False,False,False,False,0.0,1,0,False
3,False,1,27.0,0.0,2.174443864276842,0.0,2.0514001431756785,1.9595065212563594,True,0,1,True,False,False,False,False,False,False,2.2225504380762278,0,0,False
3,True,0,51.0,0.0,0.0,0.0,0.0,0.0,True,2,0,True,False,False,False,False,False,False,0.0,1,1,False
1,False,0,29.0,0.0,0.7412763113750154,1.6495606454510718,0.0,2.022820294384796,False,6,0,True,False,False,False,False,False,False,2.0349111004034803,0,1,False
3,False,1,27.0,0.7412763113750154,2.134244639046658,1.2711498482847257,2.082739448688927,1.7599564649868773,True,2,0,True,False,False,False,False,False,False,2.197263409396099,0,1,False
1,True,2,19.0,0.0,0.0,0.0,0.0,0.0,False,6,1,True,False,False,False,False,False,False,0.0,1,1,False
2,True,1,24.0,0.0,0.0,0.0,0.0,0.0,True,3,1,True,False,False,False,False,False,False,0.0,1,1,False
2,False,0,29.0,2.0548571253925845,0.5265890341390446,1.7795609835022244,0.0,0.0,True,5,1,True,False,False,False,False,False,False,2.072912406768814,0,0,False
2,True,0,11.0,0.0,0.0,0.0,0.0,0.0,True,5,1,True,False,False,False,False,False,False,0.0,1,0,True
2,False,0,17.0,2.046925992805522,0.0,1.9065899701401223,1.8260781474077188,0.0,False,5,1,True,False,False,False,False,False,False,2.104003809274225,0,0,True
1,False,0,13.0,1.8346098354356497,0.0,0.0,1.5996388013001024,2.0290228891812925,False,4,1,True,False,False,False,False,False,False,2.0656733334174624,0,0,True
1,False,0,35.0,1.791294740218941,1.83126011355907,0.0,1.223156202527103,1.940323909263275,False,5,1,True,False,False,False,False,False,False,2.0277726112086545,0,0,False
1,False,0,21.0,1.9326921663167214,1.8933991317302272,0.0,0.0,1.7901636276798083,False,5,1,True,False,False,False,False,False,False,2.038403653368476,0,1,False
1,False,1,21.0,0.0,1.6180113091810355,0.0,0.0,2.147048728082737,False,5,0,True,False,False,False,False,False,False,2.1504035687957335,0,1,False
